0.00000000000000000e+00   7.69618255037939973e-19   0.00000000000000000e+00   0.00000000000000000e+00   0.00000000000000000e+00   0.00000000000000000e+00   0.00000000000000000e+00   0.00000000000000000e+00   0.00000000000000000e+00
1.00501670841679491e-02   7.64615094515570978e-19   8.71518878566831723e+06   3.20035539494425720e+04   7.49080947783828833e+03   8.53931802032545733e+01   3.88439350977392314e+04   7.58803154232284305e+03   8.53931802032545733e+01
2.02013400267557763e-02   7.59387477326088700e-19   3.45141005460352898e+07   1.26483560475570033e+05   2.92398684867978154e+04   3.15820159472055423e+02   1.53127598916234158e+05   2.96023942258001734e+04   3.15820159472055423e+02
3.04545339535169379e-02   7.53943105802461496e-19   7.68848297710142136e+07   2.81119389967025782e+05   6.41752296702648746e+04   6.56173602543797756e+02   3.39471383769037086e+05   6.49351079310424539e+04   6.56173602543797756e+02
4.08107741923882106e-02   7.48280031348602866e-19   1.35326085364913732e+08   4.93558327767906885e+05   1.11242731438602350e+05   1.07574268134777321e+03   5.94486594629010302e+05   1.12500361104539974e+05   1.07574268134777321e+03
5.12710963760241167e-02   7.42392142498881209e-19   2.09347000689816087e+08   7.61414861868944252e+05   1.69404545511808072e+05   1.54778259842497846e+03   9.14772858850932913e+05   1.71232627350358467e+05   1.54778259842497846e+03
6.18365465453596386e-02   7.36283440357755114e-19   2.98466946765444517e+08   1.08227539793293457e+06   2.37644907799792738e+05   2.04941775256421761e+03   1.29692841591217252e+06   2.40092301803982933e+05   2.04941775256421761e+03
7.25081812542163195e-02   7.29961781487008879e-19   4.02215348575204730e+08   1.45370346906975540e+06   3.14974535028409795e+05   2.56143151051304494e+03   1.73755945233260887e+06   3.18069909965513274e+05   2.56143151051304494e+03
8.32870676749586369e-02   7.23418479230788967e-19   5.20131504428851664e+08   1.87322656556299957e+06   4.00415280432658736e+05   3.06734550173709295e+03   2.23325084348795563e+06   4.04169836055650725e+05   3.06734550173709295e+03
9.41742837052104154e-02   7.16659648214333303e-19   6.51764408333046436e+08   2.33835732398288511e+06   4.93022870117074868e+05   3.55396481862953715e+03   2.78061032952460460e+06   4.97433615027122316e+05   3.55396481862953715e+03
1.05170918075647490e-01   7.09679468917794456e-19   7.96672575321783900e+08   2.84657151254531369e+06   5.91863785416613915e+05   4.01026319918364834e+03   3.37622258509835508e+06   5.96915689271768439e+05   4.01026319918364834e+03
1.16278070458871285e-01   7.02492443480986181e-19   9.54423869699423671e+08   3.39535564405888040e+06   6.96058750447679195e+05   4.42845153742982438e+03   4.01674065966198035e+06   7.01727987612496247e+05   4.42845153742982438e+03
1.27496851579375736e-01   6.95097667682938760e-19   1.12459533614983153e+09   3.98215954394571949e+06   8.04736681323642842e+05   4.80222107389082612e+03   4.69879144923835620e+06   8.10992094695264124e+05   4.80222107389082612e+03
1.38828383324621774e-01   6.87488066027127544e-19   1.30677303366580701e+09   4.60439393012463488e+06   9.17036419514811365e+05   5.12671097277474746e+03   5.41897505279309303e+06   9.23840951114469208e+05   5.12671097277474746e+03
1.50273798857227137e-01   6.79675130155251894e-19   1.50055187225374627e+09   5.25950263336018100e+06   1.03216321938686748e+06   5.39968414567681066e+03   6.17399347020007297e+06   1.03947655085929332e+06   5.39968414567681066e+03
1.61834242728283062e-01   6.71663170054251736e-19   1.70553545236909485e+09   5.94490703315852489e+06   1.14934059512895555e+06   5.61996906728754766e+03   6.96054620975850709e+06   1.15712020359727531e+06   5.61996906728754766e+03
1.73510870991810284e-01   6.63453966990160771e-19   1.92133590703900146e+09   6.65801146646570787e+06   1.26781541304870625e+06   5.78744612802659958e+03   7.77534070016765501e+06   1.27601761603375315e+06   5.78744612802659958e+03
1.85304851320365449e-01   6.55044346983118927e-19   2.14757374662905598e+09   7.39618353481918108e+06   1.38684563267217414e+06   5.90268240648243227e+03   8.61506033246927150e+06   1.39542625886399578e+06   5.90268240648243227e+03
1.97217363121810152e-01   6.46445326045889320e-19   2.38387770621186829e+09   8.15685641059136949e+06   1.50576685358615383e+06   5.96799002822127477e+03   9.47653257634897716e+06   1.51468301926502353e+06   5.96799002822127477e+03
2.09249597657251485e-01   6.37663958112320376e-19   2.62988459549574137e+09   8.93745549260562472e+06   1.62393867159827030e+06   5.98612589192371343e+03   1.03566019409499653e+07   1.63314922266672319e+06   5.98612589192371343e+03
2.21402758160169855e-01   6.28696186760431449e-19   2.88523915127239227e+09   9.73533082685624994e+06   1.74070626606041519e+06   5.95965806394727952e+03   1.12520245969271958e+07   1.75017155592005444e+06   5.95965806394727952e+03
2.33678059956743178e-01   6.19559302533397941e-19   3.14959389234347343e+09   1.05479954067403059e+07   1.85553963766712183e+06   5.89293255386229521e+03   1.21598435531703327e+07   1.86522338067415380e+06   5.89293255386229521e+03
2.46076730587380776e-01   6.10246941979207918e-19   3.42260897688595676e+09   1.13727862765986286e+07   1.96783548678856948e+06   5.78904864722812908e+03   1.30768547905514501e+07   1.97770343277815008e+06   5.78904864722812908e+03
2.58600009929478070e-01   6.00766274080426162e-19   3.70395206221738148e+09   1.22071532126931306e+07   2.07708293650453840e+06   5.65215683941328825e+03   1.40000586937450357e+07   2.08710397482218384e+06   5.65215683941328825e+03
2.71249150321404731e-01   5.91129891643850114e-19   3.99329816692228317e+09   1.30486300360589232e+07   2.18283801616395870e+06   5.48680534430203261e+03   1.49266056479681730e+07   2.19298461267157691e+06   5.48680534430203261e+03
