1.00000000000000000e+00   2.85385824990536775e-07   1.03048001269491598e+08   1.68635956021444433e+00
9.84011105761133709e-01   2.85385824990536775e-07   1.91680604458049561e+03   1.65939653562684564e+00
9.68277856261249181e-01   2.85385824990536775e-07   5.13292811896443595e+02   1.63286461949901507e+00
9.52796164023651859e-01   2.85385824990536775e-07   2.40554017863314186e+02   1.60675692041928064e+00
9.37562006925880209e-01   2.85385824990536775e-07   1.41538627602447491e+02   1.58106665433285420e+00
9.22571427154763146e-01   2.85385824990536775e-07   9.42531280580785875e+01   1.55578714703228327e+00
9.07820530178185758e-01   2.85385824990536775e-07   6.78392195547112493e+01   1.53091183099911254e+00
8.93305483733295214e-01   2.85385824990536775e-07   5.14997796566663339e+01   1.50643424370332424e+00
8.79022516830884393e-01   2.85385824990536775e-07   4.06397913510952691e+01   1.48234802558203138e+00
8.64967918775693345e-01   2.85385824990536775e-07   3.30262651206232292e+01   1.45864692032473853e+00
8.51138038202376546e-01   2.85385824990536775e-07   2.74642618323123209e+01   1.43532476931626785e+00
8.37529282126882602e-01   2.85385824990536775e-07   2.32656236484604975e+01   1.41237551357205993e+00
8.24138115013002270e-01   2.85385824990536775e-07   2.00104299265280616e+01   1.38979319096243725e+00
8.10961057853840761e-01   2.85385824990536775e-07   1.74301494303908058e+01   1.36757193466874694e+00
7.97994687267976621e-01   2.85385824990536775e-07   1.53462803424807142e+01   1.34570597139934733e+00
7.85235634610071842e-01   2.85385824990536775e-07   1.36362387471184920e+01   1.32418962142729391e+00
7.72680585095702366e-01   2.85385824990536775e-07   1.22134710214731648e+01   1.30301729390848853e+00
7.60326276940181844e-01   2.85385824990536775e-07   1.10153811338680843e+01   1.28218348837070129e+00
7.48169500511154384e-01   2.85385824990536775e-07   9.99574323244882024e+00   1.26168279226890157e+00
7.36207097494736118e-01   2.85385824990536775e-07   9.11978702202707048e+00   1.24150987958366432e+00
7.24435960074990004e-01   2.85385824990536775e-07   8.36092902739300392e+00   1.22165950924335487e+00
7.12853030126519460e-01   2.85385824990536775e-07   7.69854701911349082e+00   1.20212652497739358e+00
7.01455298419971229e-01   2.85385824990536775e-07   7.11643271392136789e+00   1.18290585136232185e+00
6.90239803840241861e-01   2.85385824990536775e-07   6.60169573217280448e+00   1.16399249495518364e+00
6.79203632617184416e-01   2.85385824990536775e-07   6.14397395458532802e+00   1.14538154213542365e+00
6.68343917568614554e-01   2.85385824990536775e-07   5.73485585813606225e+00   1.12706815783245329e+00
6.57657837355420383e-01   2.85385824990536775e-07   5.36745198199695484e+00   1.10904758412712412e+00
6.47142615748583006e-01   2.85385824990536775e-07   5.03607295037032632e+00   1.09131513997214391e+00
6.36795520907915691e-01   2.85385824990536775e-07   4.73598467823322711e+00   1.07386621784179459e+00
6.26613864672335263e-01   2.85385824990536775e-07   4.46322027243045572e+00   1.05669628458498122e+00
6.16595001861481973e-01   2.85385824990536775e-07   4.21443401661032269e+00   1.03980087951524958e+00
6.06736329588505208e-01   2.85385824990536775e-07   3.98678698353217698e+00   1.02317561262578094e+00
5.97035286583836755e-01   2.85385824990536775e-07   3.77785664599378590e+00   1.00681616649601113e+00
5.87489352529776521e-01   2.85385824990536775e-07   3.58556487561959703e+00   9.90718289622814274e-01
5.78096047405717961e-01   2.85385824990536775e-07   3.40812015685272618e+00   9.74877799867396422e-01
5.68852930843841254e-01   2.85385824990536775e-07   3.24397088252906052e+00   9.59290581941308451e-01
5.59757601495110002e-01   2.85385824990536775e-07   3.09176735608953512e+00   9.43952586341164634e-01
5.50807696405403169e-01   2.85385824990536775e-07   2.95033068496463713e+00   9.28859827757998580e-01
5.42000890401623692e-01   2.85385824990536775e-07   2.81862716609904629e+00   9.14008386680140394e-01
5.33334895487620697e-01   2.85385824990536775e-07   2.69574707726970786e+00   8.99394403546488030e-01
5.24807460249772317e-01   2.85385824990536775e-07   2.58088702527042502e+00   8.85014081724833201e-01
5.16416369272070797e-01   2.85385824990536775e-07   2.47333517874735609e+00   8.70863685271231480e-01
5.08159442560560337e-01   2.85385824990536775e-07   2.37245886206868217e+00   8.56939537962898790e-01
5.00034534976978251e-01   2.85385824990536775e-07   2.27769408005188234e+00   8.43238021876201005e-01
4.92039535681450646e-01   2.85385824990536775e-07   2.18853664047329621e+00   8.29755578747816136e-01
4.84172367584099095e-01   2.85385824990536775e-07   2.10453459618542782e+00   8.16488704818331357e-01
4.76430986805415457e-01   2.85385824990536775e-07   2.02528179000083686e+00   8.03433953426569647e-01
4.68813382145264967e-01   2.85385824990536775e-07   1.95041231880462562e+00   7.90587933005506782e-01
4.61317574560379084e-01   2.85385824990536775e-07   1.87959576913891424e+00   7.77947306204302302e-01
4.53941616650202884e-01   2.85385824990536775e-07   1.81253310469972684e+00   7.65508788612541569e-01
4.46683592150962816e-01   2.85385824990536775e-07   1.74895310454317321e+00   7.53269149931767856e-01
