2.18000001000000149e+08 1.82373901117037231e+12 9.50027034640415158e-01 4.99729653595849116e-02 3.33333333333333315e-01 2.39176332475323367e+23
2.16912721459017605e+08 1.80988653967518506e+12 9.50263881925222376e-01 4.97361180747774856e-02 3.33333333333333315e-01 2.34440312018378131e+23
2.15830864747369051e+08 1.79614034776323022e+12 9.50499665159310725e-01 4.95003348406891502e-02 3.33333333333333315e-01 2.29798071282596737e+23
2.14754403818580389e+08 1.78249960732205005e+12 9.50734388569545841e-01 4.92656114304542564e-02 3.33333333333333315e-01 2.25247753300472658e+23
2.13683311761072308e+08 1.76896349684117651e+12 9.50968056371256809e-01 4.90319436287432117e-02 3.33333333333333315e-01 2.20787537875009890e+23
2.12617561797487617e+08 1.75553120135778906e+12 9.51200672768216182e-01 4.87993272317839705e-02 3.33333333333333315e-01 2.16415640851617921e+23
2.11557127284021735e+08 1.74220191240283496e+12 9.51432241952617774e-01 4.85677580473822465e-02 3.33333333333333315e-01 2.12130313404421805e+23
2.10501981709756553e+08 1.72897482794761353e+12 9.51662768105058454e-01 4.83372318949413793e-02 3.33333333333333315e-01 2.07929841336705012e+23
2.09452098695997715e+08 1.71584915293265625e+12 9.51892254748952116e-01 4.81077452510475997e-02 3.33333333333333315e-01 2.03812547268424715e+23
2.08407451995615274e+08 1.70282409876733789e+12 9.52120705225904196e-01 4.78792947740959776e-02 3.33333333333333315e-01 1.99776787660083093e+23
2.07368015492387325e+08 1.68989888108410742e+12 9.52348125161939341e-01 4.76518748380607426e-02 3.33333333333333315e-01 1.95820941461561549e+23
2.06333763200347036e+08 1.67707272309145996e+12 9.52574518690965322e-01 4.74254813090346922e-02 3.33333333333333315e-01 1.91943426281020733e+23
2.05304669263133377e+08 1.66434485417793457e+12 9.52799889935203148e-01 4.72001100647968866e-02 3.33333333333333315e-01 1.88142691060085573e+23
2.04280707953344196e+08 1.65171450986138232e+12 9.53024243005171634e-01 4.69757569948283729e-02 3.33333333333333315e-01 1.84417215453399706e+23
2.03261853671893537e+08 1.63918093173867285e+12 9.53247581999672189e-01 4.67524180003277418e-02 3.33333333333333315e-01 1.80765509220468674e+23
2.02248080947371185e+08 1.62674336743582373e+12 9.53469911005774495e-01 4.65300889942255325e-02 3.33333333333333315e-01 1.77186111629541755e+23
2.01239364435406297e+08 1.61440107108807764e+12 9.53691233473191846e-01 4.63087665268083273e-02 3.33333333333333315e-01 1.73677593333534856e+23
2.00235678918033540e+08 1.60215330202478613e+12 9.53911553697276426e-01 4.60884463027235736e-02 3.33333333333333315e-01 1.70238549866044941e+23
1.99236999303062618e+08 1.58999932532095923e+12 9.54130876132891714e-01 4.58691238671084592e-02 3.33333333333333315e-01 1.66867603956474034e+23
1.98243300623451263e+08 1.57793841222940088e+12 9.54349204819987529e-01 4.56507951800124018e-02 3.33333333333333315e-01 1.63563407184124000e+23
1.97254558036680669e+08 1.56596983978903760e+12 9.54566543786719124e-01 4.54334562132807443e-02 3.33333333333333315e-01 1.60324637828789060e+23
1.96270746824134678e+08 1.55409289077755420e+12 9.54782897049433976e-01 4.52171029505661556e-02 3.33333333333333315e-01 1.57150000342052928e+23
1.95291842390481710e+08 1.54230685366442749e+12 9.54998268612661350e-01 4.50017313873386712e-02 3.33333333333333315e-01 1.54038224829051048e+23
