1.00000000000000000e+00   3.63066504899999987e-07   1.17931443873332217e+08   1.67553759257349877e+00
9.99838832032442948e-01   3.63066504899999987e-07   1.97593414015514031e+07   1.67539780776492164e+00
9.99677690039999622e-01   3.63066504899999987e-07   7.82238044842449203e+06   1.67525800817116388e+00
9.99516574018483706e-01   3.63066504899999987e-07   4.16699191648709821e+06   1.67511819379702942e+00
9.99355483963709545e-01   3.63066504899999987e-07   2.58478052795720147e+06   1.67497836464732464e+00
9.99194419871492046e-01   3.63066504899999987e-07   1.75934047521714307e+06   1.67483852072685857e+00
9.99033381737646997e-01   3.63066504899999987e-07   1.27486214675440779e+06   1.67469866204044293e+00
9.98872369557990636e-01   3.63066504899999987e-07   9.66394636032590177e+05   1.67455878859289187e+00
9.98711383328340085e-01   3.63066504899999987e-07   7.57913567965817056e+05   1.67441890038893293e+00
9.98550423044512914e-01   3.63066504899999987e-07   6.10422827718120418e+05   1.67427899743343578e+00
9.98389488702327577e-01   3.63066504899999987e-07   5.02243095827390440e+05   1.67413907973126208e+00
9.98228580297603085e-01   3.63066504899999987e-07   4.20539865504307847e+05   1.67399914728723664e+00
9.98067697826159117e-01   3.63066504899999987e-07   3.57320927927535377e+05   1.67385920010618539e+00
9.97906841283816126e-01   3.63066504899999987e-07   3.07398236996174324e+05   1.67371923819293822e+00
9.97746010666395122e-01   3.63066504899999987e-07   2.67284798178361089e+05   1.67357926155232684e+00
9.97585205969717781e-01   3.63066504899999987e-07   2.34566600081867393e+05   1.67343927018918581e+00
9.97424427189606666e-01   3.63066504899999987e-07   2.07529380133141007e+05   1.67329926410835150e+00
9.97263674321884785e-01   3.63066504899999987e-07   1.84928546427947353e+05   1.67315924331466426e+00
9.97102947362375813e-01   3.63066504899999987e-07   1.65842769385746884e+05   1.67301920781296554e+00
9.96942246306904201e-01   3.63066504899999987e-07   1.49578189332579466e+05   1.67287915760809969e+00
9.96781571151295176e-01   3.63066504899999987e-07   1.35604183338708594e+05   1.67273909270491394e+00
9.96620921891374301e-01   3.63066504899999987e-07   1.23509343408282104e+05   1.67259901310825820e+00
9.96460298522968246e-01   3.63066504899999987e-07   1.12970710355034156e+05   1.67245891882298414e+00
9.96299701041904018e-01   3.63066504899999987e-07   1.03731889732884199e+05   1.67231880985394632e+00
9.96139129444009286e-01   3.63066504899999987e-07   9.55872354500798392e+04   1.67217868620600218e+00
9.95978583725112721e-01   3.63066504899999987e-07   8.83702513904805237e+04   1.67203854788401118e+00
9.95818063881043436e-01   3.63066504899999987e-07   8.19449725741397560e+04   1.67189839489283587e+00
9.95657569907631101e-01   3.63066504899999987e-07   7.61994821014154295e+04   1.67175822723734058e+00
