0.00000000000000000e+00   3.60075323073919037e-07   1.67574981747462082e+00   1.00000000000000000e+00   9.93117642366444464e+00   5.43799853608560091e-01   2.47026434157430259e+02
1.00501670841679491e-02   3.63847873075249539e-07   1.67593639880793210e+00   1.00475420922824110e+00   9.80902848423436424e+00   5.42838180498407041e-01   2.45287167736666987e+02
2.02013400267557763e-02   3.64030098075252574e-07   1.67613595803127446e+00   1.00946936886206085e+00   9.69065399449389098e+00   5.41886915598567942e-01   2.43605497372680503e+02
3.04545339535169379e-02   3.67753398076548312e-07   1.67632131695626363e+00   1.01414463832177804e+00   9.57519162213939268e+00   5.40949695603429537e-01   2.41956237834840096e+02
4.08107741923882106e-02   3.68107998076559995e-07   1.67650863414529505e+00   1.01877919845629683e+00   9.46300619463383086e+00   5.40024669000221502e-01   2.40352319466241909e+02
5.12710963760241167e-02   3.71796823077831949e-07   1.67669686108731342e+00   1.02337225245184982e+00   9.35397691354778260e+00   5.39112161195510975e-01   2.38791519447173158e+02
6.18365465453596386e-02   3.72318873077857180e-07   1.67688587491223973e+00   1.02792302655321377e+00   9.24801185801475611e+00   5.38212365639832657e-01   2.37272471696221459e+02
7.25081812542163195e-02   3.75978148079108921e-07   1.67706908558076329e+00   1.03243077169432396e+00   9.14485943916560728e+00   5.37326137535114823e-01   2.35788774672086902e+02
8.32870676749586369e-02   3.76662723079152440e-07   1.67725131605980593e+00   1.03689476288703575e+00   9.04456498522433527e+00   5.36453067616113888e-01   2.34343264548745140e+02
9.41742837052104154e-02   3.80297373080387328e-07   1.67742192116750455e+00   1.04131430117693879e+00   8.94679265596237272e+00   5.35594318015281678e-01   2.32926810986992365e+02
1.05170918075647490e-01   3.81144473080454111e-07   1.67760035811752939e+00   1.04568871402204366e+00   8.85194182358933901e+00   5.34748045362735458e-01   2.31553273451438798e+02
1.16278070458871285e-01   3.84764348081678919e-07   1.67777284055037890e+00   1.05001735599977053e+00   8.75960539626677104e+00   5.33915691075227739e-01   2.30211216948318679e+02
1.27496851579375736e-01   3.85769048081772647e-07   1.67794990339987016e+00   1.05429960947822621e+00   8.66995790016979662e+00   5.33096355451404436e-01   2.28907403713084278e+02
1.38828383324621774e-01   3.89379073082990735e-07   1.67811654394646248e+00   1.05853488510471450e+00   8.58258596476029290e+00   5.32291438857041665e-01   2.27630110777557604e+02
1.50273798857227137e-01   3.90536448083115513e-07   1.67828400755963547e+00   1.06272262292476793e+00   8.49768012078324553e+00   5.31499982382025227e-01   2.26386542530240803e+02
1.61834242728283062e-01   3.94146473084333601e-07   1.67844823693388334e+00   1.06686229200676164e+00   8.41508395895543515e+00   5.30722367600460765e-01   2.25172977124556894e+02
1.73510870991810284e-01   3.95456523084493451e-07   1.67861934855785933e+00   1.07095339162311731e+00   8.33495004682208318e+00   5.29957823900921721e-01   2.23995383790722457e+02
1.85304851320365449e-01   3.99066548085711539e-07   1.67877335058903343e+00   1.07499545147166353e+00   8.25670634582562357e+00   5.29208220950547648e-01   2.22836887628481435e+02
1.97217363121810152e-01   4.00524348085909349e-07   1.67892961625296566e+00   1.07898803205710037e+00   8.18070630393437526e+00   5.28472042625409810e-01   2.21709724032637894e+02
2.09249597657251485e-01   4.04149148087137517e-07   1.67908742045519044e+00   1.08293072492651721e+00   8.10687223151852621e+00   5.27749358331974006e-01   2.20612531372738403e+02
2.21402758160169855e-01   4.05749773087376333e-07   1.67924154723002728e+00   1.08682315329240775e+00   8.03504018817497290e+00   5.27040520042018401e-01   2.19541196384539205e+02
2.33678059956743178e-01   4.09394273088617994e-07   1.67939565740288632e+00   1.09066497178168320e+00   7.96522797206405642e+00   5.26345241891499005e-01   2.18497311526424056e+02
2.46076730587380776e-01   4.11137723088901415e-07   1.67955011055469416e+00   1.09445586689013941e+00   7.89738684668622959e+00   5.25663468106754350e-01   2.17480346036523741e+02
2.58600009929478070e-01   4.14801923090156516e-07   1.67969302802557197e+00   1.09819555703078509e+00   7.83123763771930115e+00   5.24995879034860891e-01   2.16482458233387433e+02
2.71249150321404731e-01   4.16688198090488300e-07   1.67984030130376194e+00   1.10188379259403146e+00   7.76703392637796153e+00   5.24341415140266220e-01   2.15512620627099494e+02
2.84025416687741394e-01   4.20381948091763614e-07   1.67998519915343336e+00   1.10552035595331222e+00   7.70459715053991623e+00   5.23700421634035074e-01   2.14566124188453472e+02
2.96930086665771809e-01   4.22401198092143925e-07   1.68011744224523341e+00   1.10910506147025534e+00   7.64369344350519242e+00   5.23073375174538779e-01   2.13636477360650247e+02
3.09964450733247521e-01   4.26134348093446648e-07   1.68025753761583019e+00   1.11263775498351736e+00   7.58464998066060048e+00   5.22459035457363496e-01   2.12734928667194055e+02
3.23129812337437095e-01   4.28291498093881016e-07   1.68039712705947064e+00   1.11611831460491806e+00   7.52726651928087165e+00   5.21857783121121965e-01   2.11856010471023950e+02
3.36427488025472288e-01   4.32064048095211518e-07   1.68053478618663710e+00   1.11954664960799177e+00   7.47147289302119511e+00   5.21269586142146246e-01   2.10998349039773728e+02
3.49858807576003183e-01   4.34354173095701295e-07   1.68066442811047767e+00   1.12292270047484299e+00   7.41712175241654936e+00   5.20694617870270271e-01   2.10158100012208934e+02
3.63425114132177818e-01   4.38171048097063043e-07   1.68079288062074506e+00   1.12624643858646212e+00   7.36429049630087817e+00   5.20132408061837137e-01   2.09338525047300067e+02
3.77127764335957183e-01   4.40594148097611457e-07   1.68091519278874468e+00   1.12951786586397973e+00   7.31285509588754845e+00   5.19583050300879812e-01   2.08536477667405876e+02
3.90968128463780484e-01   4.44465198099012335e-07   1.68104688555719317e+00   1.13273701473907940e+00   7.26303372985091400e+00   5.19045717759706982e-01   2.07759654916111685e+02
4.04947590563593973e-01   4.47016348099620262e-07   1.68116400205412675e+00   1.13590394580931742e+00   7.21439121876392608e+00   5.18521315987043985e-01   2.06994991325888151e+02
4.19067548593257566e-01   4.50941573101060535e-07   1.68128268815325388e+00   1.13901875086082982e+00   7.16715661266025794e+00   5.18008990109809830e-01   2.06250492719019320e+02
4.33329414560340576e-01   4.53630623101735913e-07   1.68140670892188915e+00   1.14208154943926843e+00   7.12135077253241278e+00   5.17508453371003152e-01   2.05527540229480735e+02
4.47734614663324759e-01   4.57610023103216375e-07   1.68152397898607098e+00   1.14509248916043638e+00   7.07674437073749729e+00   5.17020029716980134e-01   2.04819543836709983e+02
4.62284589434224902e-01   4.60432048103960395e-07   1.68163857500405078e+00   1.14805174509326080e+00   7.03336844897021862e+00   5.16543387234732809e-01   2.04128169892944356e+02
4.76980793882642917e-01   4.64470548105484989e-07   1.68174803227101610e+00   1.15095951910672945e+00   6.99115174157208141e+00   5.16078441062227777e-01   2.03451815131126409e+02
4.91824697641270570e-01   4.67425548106300988e-07   1.68185569871249507e+00   1.15381603918156617e+00   6.95011361331533717e+00   5.15624893492655723e-01   2.02791742445022692e+02
5.06817785112853691e-01   4.71532998107878285e-07   1.68196907187354272e+00   1.15662155903639996e+00   6.91033423965904792e+00   5.15182323066030734e-01   2.02151135857780275e+02
