1.00000000000000000e+00   3.60075323073919037e-07   1.21696048513579652e+08   1.67574981747462082e+00
9.84011105761133709e-01   3.60075323073919037e-07   5.92045092120344634e+03   1.66156052649291763e+00
9.68277856261249181e-01   3.60075323073919037e-07   1.54498773503134453e+03   1.64722980563974253e+00
9.52796164023651859e-01   3.60075323073919037e-07   7.06200143850207382e+02   1.63276298405485965e+00
9.37562006925880209e-01   3.60075323073919037e-07   4.05791562666127845e+02   1.61816562821740595e+00
9.22571427154763146e-01   3.60075323073919037e-07   2.64203135545833163e+02   1.60344353336723211e+00
9.07820530178185758e-01   3.60075323073919037e-07   1.86113589876245840e+02   1.58860271122671293e+00
8.93305483733295214e-01   3.60075323073919037e-07   1.38404287281894966e+02   1.57364938011917199e+00
8.79022516830884393e-01   3.60075323073919037e-07   1.07076827671328687e+02   1.55858995155451163e+00
8.64967918775693345e-01   3.60075323073919037e-07   8.53738469259061503e+01   1.54343101747697742e+00
8.51138038202376546e-01   3.60075323073919037e-07   6.97028210719256691e+01   1.52817933428360231e+00
8.37529282126882602e-01   3.60075323073919037e-07   5.80080416781514714e+01   1.51284180881221575e+00
8.24138115013002270e-01   3.60075323073919037e-07   4.90429568423807538e+01   1.49742548168849288e+00
8.10961057853840761e-01   3.60075323073919037e-07   4.20153344190751028e+01   1.48193751112907757e+00
7.97994687267976621e-01   3.60075323073919037e-07   3.64017482217767352e+01   1.46638515499295807e+00
7.85235634610071842e-01   3.60075323073919037e-07   3.18448939850660544e+01   1.45077575340659815e+00
7.72680585095702366e-01   3.60075323073919037e-07   2.80939784933591774e+01   1.43511671072068570e+00
7.60326276940181844e-01   3.60075323073919037e-07   2.49686858459980527e+01   1.41941547625619724e+00
7.48169500511154384e-01   3.60075323073919037e-07   2.23366253336265359e+01   1.40367952795629281e+00
7.36207097494736118e-01   3.60075323073919037e-07   2.00987837720811058e+01   1.38791635182795137e+00
