1.00099999999999977e+03 1.76417638592146322e+04 9.99999997256091455e-01 2.74390879588417914e-09 -7.90505339057982148e-01 1.23820757077041788e+00
9.96007491671874845e+02 1.75099455670519383e+04 9.99999997223303017e-01 2.77669719971647027e-09 -7.93315122881621093e-01 1.23434876910922831e+00
9.91039883582917241e+02 1.73791122139444051e+04 9.99999997190004986e-01 2.80999518842539335e-09 -7.96094058851362529e-01 1.23055357100503304e+00
9.86097051542665895e+02 1.72492564404814184e+04 9.99999997156189813e-01 2.84381036851874671e-09 -7.98842302336976395e-01 1.22682089697895091e+00
9.81178871980062354e+02 1.71203709422414795e+04 9.99999997121849726e-01 2.87815046264271799e-09 -8.01560013065423016e-01 1.22314968670797697e+00
9.76285221940361453e+02 1.69924484693813247e+04 9.99999997086976955e-01 2.91302331132490428e-09 -8.04247354963593786e-01 1.21953889866474885e+00
9.71415979082057220e+02 1.68654818262281296e+04 9.99999997051563394e-01 2.94843687474370516e-09 -8.06904496002604943e-01 1.21598750976450543e+00
9.66571021673824703e+02 1.67394638708747334e+04 9.99999997015601050e-01 2.98439923452448339e-09 -8.09531608043732032e-01 1.21249451501907934e+00
9.61750228591476116e+02 1.66143875147779218e+04 9.99999996979081152e-01 3.02091859556290964e-09 -8.12128866686057993e-01 1.20905892719778896e+00
9.56953479314933816e+02 1.64902457223596830e+04 9.99999996941996594e-01 3.05800328787589279e-09 -8.14696451115909936e-01 1.20567977649507396e+00
9.52180653925215665e+02 1.63670315106114540e+04 9.99999996904338495e-01 3.09566176848052574e-09 -8.17234543958152093e-01 1.20235611020474353e+00
9.47431633101438365e+02 1.62447379487013404e+04 9.99999996866097307e-01 3.13390262330146083e-09 -8.19743331129398456e-01 1.19908699240069794e+00
9.42706298117834081e+02 1.61233581575842345e+04 9.99999996827265480e-01 3.17273456910716601e-09 -8.22223001693205391e-01 1.19587150362398753e+00
9.38004530840781968e+02 1.60028853096148832e+04 9.99999996787833578e-01 3.21216645547547594e-09 -8.24673747717300065e-01 1.19270874057607612e+00
9.33326213725855382e+02 1.58833126281638160e+04 9.99999996747792719e-01 3.25220726678891373e-09 -8.27095764132894873e-01 1.18959781581818813e+00
9.28671229814882736e+02 1.57646333872361793e+04 9.99999996707134020e-01 3.29286612426019120e-09 -8.29489248596135265e-01 1.18653785747660168e+00
